Código (SKU),Data da Posição de Estoque,Quantidade em Estoque,Valor ao Custo (R$),Valor a Preço de Venda (R$),Localização / CD
SKU_1148_SPA,2025-04-01,160,23032.3,69584.0,principal
SKU_1149_IVO,2025-04-01,108,5491.61,17269.2,principal
SKU_1149_OLI,2025-04-01,127,6457.72,20307.3,principal
SKU_1150_SAG,2025-04-01,135,26870.12,85711.5,principal
SKU_1150_VAN,2025-04-01,171,34035.48,108567.9,principal
SKU_1151_CRE,2025-04-01,128,31653.16,103667.2,principal
SKU_1151_JAD,2025-04-01,131,32395.03,106096.9,principal
SKU_1152_CLO,2025-04-01,176,47745.77,178622.4,principal
SKU_1152_WHI,2025-04-01,108,29298.54,109609.2,principal
SKU_1153_PEA,2025-04-01,167,18594.67,62608.3,principal
SKU_1153_MOS,2025-04-01,68,7571.48,25493.2,principal
SKU_1154_VAN,2025-04-01,93,19520.21,49745.7,principal
SKU_1154_PEA,2025-04-01,116,24347.79,62048.4,principal
SKU_1155_ARM,2025-04-01,146,43009.55,113135.4,principal
SKU_1155_BAB,2025-04-01,99,29164.01,76715.1,principal
SKU_1156_FLA,2025-04-01,162,14676.91,46153.8,principal
SKU_1156_EGR,2025-04-01,91,8244.44,25925.9,principal
SKU_1157_DEE,2025-04-01,128,8001.93,24307.2,principal
SKU_1157_PAS,2025-04-01,106,6626.6,20129.4,principal
SKU_1158_AQU,2025-04-01,168,36857.22,115903.2,principal
SKU_1158_MYS,2025-04-01,96,21061.27,66230.4,principal
SKU_1159_PAS,2025-04-01,95,5656.96,17090.5,principal
SKU_1159_PRI,2025-04-01,103,6133.33,18529.7,principal
SKU_1160_DUS,2025-04-01,157,10648.04,32169.3,principal
SKU_1160_LIM,2025-04-01,57,3865.85,11679.3,principal
SKU_1161_MEX,2025-04-01,87,12235.85,36966.3,principal
SKU_1161_DUS,2025-04-01,0,0.0,0.0,principal
SKU_1162_HOT,2025-04-01,169,40838.55,128423.1,principal
SKU_1162_BUB,2025-04-01,163,39388.66,123863.7,principal
SKU_1163_HUN,2025-04-01,140,11517.39,34986.0,principal
SKU_1163_SPA,2025-04-01,141,11599.66,35235.9,principal
SKU_1164_BRI,2025-04-01,166,10552.32,33183.4,principal
SKU_1164_MIN,2025-04-01,81,5149.02,16191.9,principal
SKU_1165_HUN,2025-04-01,0,0.0,0.0,principal
SKU_1165_MAR,2025-04-01,169,18266.91,57443.1,principal
SKU_1166_PIS,2025-04-01,85,16350.45,51416.5,principal
SKU_1166_FRE,2025-04-01,145,27891.94,87710.5,principal
SKU_1167_WHI,2025-04-01,105,24872.21,78214.5,principal
SKU_1167_JAD,2025-04-01,85,20134.65,63316.5,principal
SKU_1168_GAR,2025-04-01,140,35213.77,106386.0,principal
SKU_1168_BLU,2025-04-01,0,0.0,0.0,principal
SKU_1169_BUB,2025-04-01,124,7882.46,24787.6,principal
SKU_1169_MEX,2025-04-01,132,8391.0,26386.8,principal
SKU_1170_GAR,2025-04-01,110,32406.12,98439.0,principal
SKU_1170_OFF,2025-04-01,65,19149.07,58168.5,principal
SKU_1171_MIN,2025-04-01,68,3849.39,12573.2,principal
SKU_1171_EME,2025-04-01,128,7245.92,23667.2,principal
SKU_1172_ARM,2025-04-01,51,5632.31,18354.9,principal
SKU_1172_PIN,2025-04-01,53,5853.19,19074.7,principal
SKU_1173_GAR,2025-04-01,57,4946.98,16809.3,principal
SKU_1173_AQU,2025-04-01,61,5294.13,17988.9,principal
SKU_1174_PEA,2025-04-01,92,6121.52,19310.8,principal
SKU_1174_BLU,2025-04-01,79,5256.53,16582.1,principal
SKU_1175_FUC,2025-04-01,58,5114.23,15654.2,principal
SKU_1175_CLE,2025-04-01,77,6789.58,20782.3,principal
SKU_1176_GAR,2025-04-01,183,22617.33,59456.7,principal
SKU_1176_NAV,2025-04-01,165,20392.67,53608.5,principal
SKU_1177_MIN,2025-04-01,157,12399.09,37664.3,principal
SKU_1177_PEA,2025-04-01,97,7660.58,23270.3,principal
SKU_1178_RAS,2025-04-01,159,16174.78,50864.1,principal
SKU_1178_MID,2025-04-01,118,12003.93,37748.2,principal
SKU_1179_TUR,2025-04-01,123,13294.85,41807.7,principal
SKU_1179_VAN,2025-04-01,157,16969.85,53364.3,principal
SKU_1180_ROY,2025-04-01,147,22440.86,77895.3,principal
SKU_1180_AQU,2025-04-01,92,14044.62,48750.8,principal
SKU_1181_AQU,2025-04-01,169,15170.5,48993.1,principal
SKU_1181_SER,2025-04-01,116,10412.89,33628.4,principal
SKU_1182_BIR,2025-04-01,106,26870.94,89029.4,principal
SKU_1182_PIN,2025-04-01,112,28391.94,94068.8,principal
SKU_1183_POW,2025-04-01,107,23194.14,69539.3,principal
SKU_1183_MOS,2025-04-01,162,35116.36,105283.8,principal
SKU_1184_HOT,2025-04-01,128,15249.11,43507.2,principal
SKU_1184_BAB,2025-04-01,0,0.0,0.0,principal
SKU_1185_BAL,2025-04-01,76,28479.29,75232.4,principal
SKU_1185_MAG,2025-04-01,122,45716.75,120767.8,principal
SKU_1186_FLA,2025-04-01,0,0.0,0.0,principal
SKU_1186_MEX,2025-04-01,151,23606.9,71709.9,principal
SKU_1187_JAD,2025-04-01,79,8103.58,24482.1,principal
SKU_1187_OLI,2025-04-01,108,11078.31,33469.2,principal
SKU_1188_TEA,2025-04-01,57,4526.19,13674.3,principal
SKU_1188_BAB,2025-04-01,63,5002.63,15113.7,principal
SKU_1189_FUC,2025-04-01,0,0.0,0.0,principal
SKU_1189_ROY,2025-04-01,176,13684.33,41342.4,principal
SKU_1190_TEA,2025-04-01,87,14669.37,50451.3,principal
SKU_1190_MAG,2025-04-01,120,20233.62,69588.0,principal
SKU_1191_MIN,2025-04-01,52,2993.03,9614.8,principal
SKU_1191_MYS,2025-04-01,118,6791.87,21818.2,principal
SKU_1192_MAR,2025-04-01,79,5087.08,18557.1,principal
SKU_1192_RAS,2025-04-01,0,0.0,0.0,principal
SKU_1193_CLE,2025-04-01,108,15185.9,48049.2,principal
SKU_1193_ROS,2025-04-01,66,9280.27,29363.4,principal
SKU_1194_FLA,2025-04-01,105,8097.66,23089.5,principal
SKU_1194_SAG,2025-04-01,90,6940.85,19791.0,principal
SKU_1195_HUN,2025-04-01,114,18264.54,53568.6,principal
SKU_1195_SAL,2025-04-01,0,0.0,0.0,principal
SKU_1196_PEA,2025-04-01,0,0.0,0.0,principal
SKU_1196_RAS,2025-04-01,0,0.0,0.0,principal
SKU_1197_ROS,2025-04-01,95,24859.7,75515.5,principal
SKU_1197_COR,2025-04-01,57,14915.82,45309.3,principal
SKU_1198_SEA,2025-04-01,126,13418.77,42197.4,principal
SKU_1198_SAL,2025-04-01,64,6815.88,21433.6,principal
SKU_1199_PAL,2025-04-01,133,7652.83,27916.7,principal
SKU_1199_TEA,2025-04-01,114,6559.57,23928.6,principal
SKU_1200_MID,2025-04-01,176,9375.52,31662.4,principal
SKU_1200_PAS,2025-04-01,134,7138.18,24106.6,principal
SKU_1201_BIR,2025-04-01,0,0.0,0.0,principal
SKU_1201_SAG,2025-04-01,153,23631.83,74189.7,principal
SKU_1202_LIG,2025-04-01,160,47448.82,130384.0,principal
SKU_1202_CLE,2025-04-01,152,45076.38,123864.8,principal
SKU_1203_OFF,2025-04-01,0,0.0,0.0,principal
SKU_1203_FLA,2025-04-01,101,27889.34,76749.9,principal
SKU_1204_AQU,2025-04-01,44,5939.67,15395.6,principal
SKU_1204_MIN,2025-04-01,138,18628.96,48286.2,principal
SKU_1205_RAS,2025-04-01,109,28679.2,86644.1,principal
SKU_1205_COR,2025-04-01,82,21575.18,65181.8,principal
SKU_1206_HUN,2025-04-01,133,18265.14,55181.7,principal
SKU_1206_BLA,2025-04-01,53,7278.59,21989.7,principal
SKU_1207_POW,2025-04-01,113,37939.87,115248.7,principal
SKU_1207_BLA,2025-04-01,67,22495.32,68333.3,principal
SKU_1208_PAS,2025-04-01,84,20587.27,54171.6,principal
SKU_1208_MOS,2025-04-01,84,20587.27,54171.6,principal
SKU_1209_BLA,2025-04-01,117,12628.14,32748.3,principal
SKU_1209_DUS,2025-04-01,94,10145.68,26310.6,principal
SKU_1210_SHO,2025-04-01,112,8977.25,22948.8,principal
SKU_1210_WHI,2025-04-01,146,11702.49,29915.4,principal
SKU_1211_GAR,2025-04-01,169,17797.57,54063.1,principal
SKU_1211_CRE,2025-04-01,179,18850.68,57262.1,principal
SKU_1212_COB,2025-04-01,179,12517.15,39362.1,principal
SKU_1212_SNO,2025-04-01,97,6783.04,21330.3,principal
SKU_1213_MAG,2025-04-01,95,27361.62,83115.5,principal
SKU_1213_POW,2025-04-01,81,23329.38,70866.9,principal
SKU_1214_BLA,2025-04-01,113,10624.55,33888.7,principal
SKU_1214_RAS,2025-04-01,119,11188.68,35688.1,principal
SKU_1215_MAG,2025-04-01,130,8971.46,28587.0,principal
SKU_1215_BRI,2025-04-01,63,4347.71,13853.7,principal
SKU_1216_WHI,2025-04-01,170,25896.83,96883.0,principal
SKU_1216_CRE,2025-04-01,171,26049.16,97452.9,principal
SKU_1217_ROS,2025-04-01,106,27550.28,86909.4,principal
SKU_1217_RAS,2025-04-01,95,24691.29,77890.5,principal
SKU_1218_BLU,2025-04-01,103,26469.22,67454.7,principal
SKU_1218_SNO,2025-04-01,50,12849.14,32745.0,principal
SKU_1219_MAR,2025-04-01,129,19366.15,50942.1,principal
SKU_1219_LIM,2025-04-01,0,0.0,0.0,principal
SKU_1220_TUR,2025-04-01,87,8780.21,26526.3,principal
SKU_1220_HOT,2025-04-01,56,5651.63,17074.4,principal
SKU_1221_SAG,2025-04-01,121,28277.48,88922.9,principal
SKU_1221_PAL,2025-04-01,0,0.0,0.0,principal
SKU_1222_PAS,2025-04-01,101,28092.25,85334.9,principal
SKU_1222_HON,2025-04-01,115,31986.22,97163.5,principal
SKU_1223_TEA,2025-04-01,176,8395.39,25502.4,principal
SKU_1223_BLA,2025-04-01,87,4149.99,12606.3,principal
SKU_1224_OLI,2025-04-01,0,0.0,0.0,principal
SKU_1224_ARM,2025-04-01,61,8276.01,25308.9,principal
SKU_1225_POW,2025-04-01,112,7291.4,24068.8,principal
SKU_1225_IVO,2025-04-01,171,11132.41,36747.9,principal
SKU_1226_PAL,2025-04-01,166,22964.77,80493.4,principal
SKU_1226_LIG,2025-04-01,135,18676.17,65461.5,principal
SKU_1227_CLO,2025-04-01,117,13896.13,46788.3,principal
SKU_1227_PAS,2025-04-01,137,16271.53,54786.3,principal
SKU_1228_WHI,2025-04-01,173,19679.92,50152.7,principal
SKU_1228_SPA,2025-04-01,83,9441.81,24061.7,principal
SKU_1229_SAL,2025-04-01,79,22363.25,67932.1,principal
SKU_1229_CLO,2025-04-01,143,40480.31,122965.7,principal
SKU_1230_ROS,2025-04-01,118,15534.36,47188.2,principal
SKU_1230_NAV,2025-04-01,134,17640.71,53586.6,principal
SKU_1231_LIG,2025-04-01,134,21285.48,64306.6,principal
SKU_1231_BIR,2025-04-01,0,0.0,0.0,principal
SKU_1232_AQU,2025-04-01,54,6343.48,19164.6,principal
SKU_1232_FOR,2025-04-01,0,0.0,0.0,principal
SKU_1233_JAD,2025-04-01,93,7344.68,22310.7,principal
SKU_1233_SEA,2025-04-01,140,11056.51,33586.0,principal
SKU_1234_MOS,2025-04-01,62,4120.94,12703.8,principal
SKU_1234_SAL,2025-04-01,0,0.0,0.0,principal
SKU_1235_HUN,2025-04-01,0,0.0,0.0,principal
SKU_1235_COR,2025-04-01,143,19383.94,67195.7,principal
SKU_1236_DEE,2025-04-01,100,17666.9,56990.0,principal
SKU_1236_LIM,2025-04-01,185,32683.76,105431.5,principal
SKU_1237_BAB,2025-04-01,100,28527.15,99990.0,principal
SKU_1237_GAR,2025-04-01,171,48781.42,170982.9,principal
SKU_1238_SAP,2025-04-01,134,19535.63,61626.6,principal
SKU_1238_TUR,2025-04-01,0,0.0,0.0,principal
SKU_1239_BAB,2025-04-01,56,6601.61,17354.4,principal
SKU_1239_MID,2025-04-01,58,6837.39,17974.2,principal
SKU_1240_PAL,2025-04-01,192,63200.08,191980.8,principal
SKU_1240_MOS,2025-04-01,0,0.0,0.0,principal
SKU_1241_BAL,2025-04-01,66,7819.62,23753.4,principal
SKU_1241_FLA,2025-04-01,69,8175.06,24833.1,principal
SKU_1242_AQU,2025-04-01,167,16723.08,52588.3,principal
SKU_1242_SKY,2025-04-01,167,16723.08,52588.3,principal
SKU_1243_SNO,2025-04-01,87,7052.39,21306.3,principal
SKU_1243_PIN,2025-04-01,178,14429.02,43592.2,principal
SKU_1244_COB,2025-04-01,178,16409.5,51602.2,principal
SKU_1244_GAR,2025-04-01,85,7836.0,24641.5,principal
SKU_1245_COB,2025-04-01,87,5383.61,18261.3,principal
SKU_1245_SNO,2025-04-01,0,0.0,0.0,principal
SKU_1246_PAL,2025-04-01,116,9550.3,34208.4,principal
SKU_1246_COR,2025-04-01,78,6421.75,23002.2,principal
SKU_1247_SAP,2025-04-01,56,2874.23,10074.4,principal
SKU_1247_SKY,2025-04-01,124,6364.36,22307.6,principal
SKU_1248_AQU,2025-04-01,58,3222.32,9854.2,principal
SKU_1248_SAG,2025-04-01,86,4777.93,14611.4,principal
SKU_1249_WHI,2025-04-01,97,9958.99,26180.3,principal
SKU_1249_ARM,2025-04-01,154,15811.17,41564.6,principal
SKU_1250_AQU,2025-04-01,83,7101.4,21571.7,principal
SKU_1250_BAB,2025-04-01,105,8983.7,27289.5,principal
SKU_1251_SHO,2025-04-01,67,20289.68,61633.3,principal
SKU_1251_COB,2025-04-01,0,0.0,0.0,principal
SKU_1252_NAV,2025-04-01,108,7723.97,24289.2,principal
SKU_1252_FLA,2025-04-01,74,5292.35,16642.6,principal
SKU_1253_SEA,2025-04-01,181,21444.71,65141.9,principal
SKU_1253_FRE,2025-04-01,114,13506.62,41028.6,principal
SKU_1254_SEA,2025-04-01,0,0.0,0.0,principal
SKU_1254_BAB,2025-04-01,45,2828.56,8545.5,principal
SKU_1255_VAN,2025-04-01,42,6261.4,20155.8,principal
SKU_1255_SHO,2025-04-01,178,26536.41,85422.2,principal
SKU_1256_SEA,2025-04-01,157,31051.08,102034.3,principal
SKU_1256_MID,2025-04-01,176,34808.85,114382.4,principal
SKU_1257_SPA,2025-04-01,86,5027.39,17621.4,principal
SKU_1257_EME,2025-04-01,85,4968.93,17416.5,principal
SKU_1258_AQU,2025-04-01,93,7316.8,24635.7,principal
SKU_1258_LIG,2025-04-01,0,0.0,0.0,principal
SKU_1259_ARM,2025-04-01,75,9620.13,26992.5,principal
SKU_1259_POW,2025-04-01,0,0.0,0.0,principal
SKU_1260_WHI,2025-04-01,154,17326.06,52344.6,principal
SKU_1260_ROY,2025-04-01,174,19576.2,59142.6,principal
SKU_1261_PAS,2025-04-01,283,46106.67,140056.7,principal
SKU_1261_PAS,2025-04-01,283,46106.67,140056.7,principal
SKU_1262_BLU,2025-04-01,165,15013.66,45358.5,principal
SKU_1262_OFF,2025-04-01,0,0.0,0.0,principal
SKU_1263_COB,2025-04-01,0,0.0,0.0,principal
SKU_1263_SKY,2025-04-01,145,8826.02,26810.5,principal
SKU_1264_EGR,2025-04-01,190,37152.26,116831.0,principal
SKU_1264_BRI,2025-04-01,128,25028.89,78707.2,principal
SKU_1265_CRE,2025-04-01,113,8224.92,24848.7,principal
SKU_1265_JAD,2025-04-01,113,8224.92,24848.7,principal
SKU_1266_MEX,2025-04-01,109,10761.25,32689.1,principal
SKU_1266_SPA,2025-04-01,177,17474.69,53082.3,principal
SKU_1267_SKY,2025-04-01,137,15186.71,45881.3,principal
SKU_1267_SAP,2025-04-01,0,0.0,0.0,principal
SKU_1268_MYS,2025-04-01,85,9052.35,28466.5,principal
SKU_1268_MAR,2025-04-01,105,11182.31,35164.5,principal
SKU_1269_BAB,2025-04-01,111,37999.19,115428.9,principal
SKU_1269_CER,2025-04-01,58,19855.43,60314.2,principal
SKU_1270_CRE,2025-04-01,187,11690.32,35511.3,principal
SKU_1270_TUR,2025-04-01,129,8064.45,24497.1,principal
SKU_1271_OLI,2025-04-01,89,26073.0,79201.1,principal
SKU_1271_FLA,2025-04-01,50,14647.75,44495.0,principal
SKU_1272_PAS,2025-04-01,0,0.0,0.0,principal
SKU_1272_TEA,2025-04-01,109,13706.41,41409.1,principal
SKU_1273_PAS,2025-04-01,130,31620.97,99437.0,principal
SKU_1273_EGR,2025-04-01,0,0.0,0.0,principal
SKU_1274_MEX,2025-04-01,120,10108.58,31788.0,principal
SKU_1274_BAL,2025-04-01,177,14910.16,46887.3,principal
SKU_1275_MIN,2025-04-01,161,9799.92,29768.9,principal
SKU_1275_BIR,2025-04-01,113,6878.21,20893.7,principal
SKU_1276_WHI,2025-04-01,0,0.0,0.0,principal
SKU_1276_LIG,2025-04-01,184,9271.2,32181.6,principal
SKU_1277_MYS,2025-04-01,121,8662.94,32052.9,principal
SKU_1277_BAB,2025-04-01,230,16466.74,60927.0,principal
SKU_1278_BAB,2025-04-01,93,27326.23,95780.7,principal
SKU_1278_MOS,2025-04-01,215,63173.55,221428.5,principal
SKU_1279_FUC,2025-04-01,247,33371.01,112360.3,principal
SKU_1279_IVO,2025-04-01,183,24724.27,83246.7,principal
SKU_1280_LIM,2025-04-01,234,41690.46,116976.6,principal
SKU_1280_PRI,2025-04-01,0,0.0,0.0,principal
SKU_1281_PIS,2025-04-01,93,18734.55,49280.7,principal
SKU_1281_CER,2025-04-01,0,0.0,0.0,principal
SKU_1282_PIN,2025-04-01,174,12376.95,37392.6,principal
SKU_1282_BAL,2025-04-01,91,6473.0,19555.9,principal
SKU_1283_SNO,2025-04-01,280,16908.7,53172.0,principal
SKU_1283_BAB,2025-04-01,177,10688.71,33612.3,principal
SKU_1284_COR,2025-04-01,0,0.0,0.0,principal
SKU_1284_HOT,2025-04-01,212,49544.2,150498.8,principal
SKU_1285_WHI,2025-04-01,158,46017.01,139024.2,principal
SKU_1285_CLO,2025-04-01,251,73102.97,220854.9,principal
SKU_1286_MAR,2025-04-01,79,5820.38,19347.1,principal
SKU_1286_HOT,2025-04-01,187,13777.36,45796.3,principal
SKU_1287_NAV,2025-04-01,136,15231.77,51666.4,principal
SKU_1287_CER,2025-04-01,112,12543.81,42548.8,principal
SKU_1288_SAG,2025-04-01,73,5153.99,17512.7,principal
SKU_1288_BAB,2025-04-01,265,18709.68,63573.5,principal
SKU_1289_AQU,2025-04-01,463,155927.89,476843.7,principal
SKU_1289_AQU,2025-04-01,463,155927.89,476843.7,principal
SKU_1290_BIR,2025-04-01,240,46095.35,121176.0,principal
SKU_1290_PIN,2025-04-01,0,0.0,0.0,principal
SKU_1291_SAL,2025-04-01,68,5370.31,16313.2,principal
SKU_1291_SPA,2025-04-01,136,10740.61,32626.4,principal
SKU_1292_TEA,2025-04-01,238,24413.3,73756.2,principal
SKU_1292_FLA,2025-04-01,190,19489.61,58881.0,principal
SKU_1293_TEA,2025-04-01,202,20275.36,61589.8,principal
SKU_1293_OFF,2025-04-01,87,8732.46,26526.3,principal
SKU_1294_SEA,2025-04-01,67,4433.18,13393.3,principal
SKU_1294_COR,2025-04-01,0,0.0,0.0,principal
SKU_1295_PIS,2025-04-01,257,43562.81,132329.3,principal
SKU_1295_FLA,2025-04-01,0,0.0,0.0,principal
SKU_1296_DEE,2025-04-01,223,40460.92,144927.7,principal
SKU_1296_PEA,2025-04-01,0,0.0,0.0,principal
SKU_1297_WHI,2025-04-01,0,0.0,0.0,principal
SKU_1297_MIN,2025-04-01,227,14724.65,52187.3,principal
SKU_1298_OFF,2025-04-01,0,0.0,0.0,principal
SKU_1298_IVO,2025-04-01,0,0.0,0.0,principal
SKU_1299_BRI,2025-04-01,0,0.0,0.0,principal
SKU_1299_HOT,2025-04-01,90,5877.93,19791.0,principal
SKU_1300_BIR,2025-04-01,0,0.0,0.0,principal
SKU_1300_TEA,2025-04-01,172,70489.79,197782.8,principal
SKU_1301_AQU,2025-04-01,224,40181.36,122057.6,principal
SKU_1301_GAR,2025-04-01,265,47535.99,144398.5,principal
SKU_1302_EME,2025-04-01,133,18384.73,55846.7,principal
SKU_1302_DUS,2025-04-01,181,25019.83,76001.9,principal
SKU_1303_BIR,2025-04-01,136,7423.14,22426.4,principal
SKU_1303_SAP,2025-04-01,170,9278.92,28033.0,principal
SKU_1304_TUR,2025-04-01,236,37141.26,116796.4,principal
SKU_1304_GAR,2025-04-01,253,39816.68,125209.7,principal
SKU_1305_MAR,2025-04-01,158,18199.56,55284.2,principal
SKU_1305_OFF,2025-04-01,120,13822.45,41988.0,principal
SKU_1306_FRE,2025-04-01,130,35548.27,111787.0,principal
SKU_1306_SPA,2025-04-01,85,23243.1,73091.5,principal
SKU_1307_MAG,2025-04-01,187,13611.15,41121.3,principal
SKU_1307_FOR,2025-04-01,282,20525.91,62011.8,principal
SKU_1308_PAS,2025-04-01,161,22376.89,67603.9,principal
SKU_1308_CER,2025-04-01,230,31966.99,96577.0,principal
SKU_1309_OLI,2025-04-01,0,0.0,0.0,principal
SKU_1309_LIG,2025-04-01,209,25106.14,76264.1,principal
SKU_1310_MOS,2025-04-01,137,10878.75,32866.3,principal
SKU_1310_EGR,2025-04-01,229,18184.18,54937.1,principal
SKU_1311_BAB,2025-04-01,231,66912.17,203256.9,principal
SKU_1311_NAV,2025-04-01,268,77629.71,235813.2,principal
SKU_1312_HOT,2025-04-01,251,20761.94,62724.9,principal
SKU_1312_NAV,2025-04-01,0,0.0,0.0,principal
SKU_1313_SPA,2025-04-01,131,40317.75,122471.9,principal
SKU_1313_SHO,2025-04-01,0,0.0,0.0,principal
SKU_1314_BLU,2025-04-01,130,12406.56,37687.0,principal
SKU_1314_SNO,2025-04-01,0,0.0,0.0,principal
SKU_1315_WHI,2025-04-01,214,24430.65,73808.6,principal
SKU_1315_BLA,2025-04-01,170,19407.52,58633.0,principal
SKU_1316_DEN,2025-04-01,80,13560.41,41192.0,principal
SKU_1316_AQU,2025-04-01,85,14407.93,43766.5,principal
SKU_1317_BLU,2025-04-01,0,0.0,0.0,principal
SKU_1317_ROS,2025-04-01,231,15107.02,49641.9,principal
SKU_1318_PAS,2025-04-01,262,19936.6,62853.8,principal
SKU_1318_MYS,2025-04-01,0,0.0,0.0,principal
SKU_1319_MAR,2025-04-01,100,5417.85,18990.0,principal
SKU_1319_ROS,2025-04-01,264,14303.12,50133.6,principal
SKU_1320_PIS,2025-04-01,0,0.0,0.0,principal
SKU_1320_FOR,2025-04-01,184,8191.74,27581.6,principal
SKU_1321_FLA,2025-04-01,169,9112.32,25333.1,principal
SKU_1321_SER,2025-04-01,216,11646.51,32378.4,principal
SKU_1322_MOS,2025-04-01,0,0.0,0.0,principal
SKU_1322_IVO,2025-04-01,165,20706.5,54433.5,principal
SKU_1323_AQU,2025-04-01,179,20035.54,51892.1,principal
SKU_1323_FRE,2025-04-01,148,16565.7,42905.2,principal
SKU_1324_MID,2025-04-01,157,17143.91,51794.3,principal
SKU_1324_SNO,2025-04-01,280,30575.13,92372.0,principal
SKU_1325_LIG,2025-04-01,262,24409.74,78573.8,principal
SKU_1325_PEA,2025-04-01,105,9782.53,31489.5,principal
SKU_1326_PAS,2025-04-01,165,24297.26,83308.5,principal
SKU_1326_BAB,2025-04-01,239,35194.21,120671.1,principal
SKU_1327_GAR,2025-04-01,241,17870.02,62635.9,principal
SKU_1327_HON,2025-04-01,210,15571.39,54579.0,principal
SKU_1328_EGR,2025-04-01,195,15341.68,51655.5,principal
SKU_1328_LIG,2025-04-01,0,0.0,0.0,principal
SKU_1329_NAV,2025-04-01,92,9013.64,25290.8,principal
SKU_1329_MIN,2025-04-01,128,12540.72,35187.2,principal
SKU_1330_PRI,2025-04-01,174,17848.38,53922.6,principal
SKU_1330_LIM,2025-04-01,276,28311.22,85532.4,principal
SKU_1331_ARM,2025-04-01,210,18691.72,58779.0,principal
SKU_1331_AQU,2025-04-01,235,20916.93,65776.5,principal
SKU_1332_MOS,2025-04-01,156,8514.78,25724.4,principal
SKU_1332_MOS,2025-04-01,156,8514.78,25724.4,principal
SKU_1333_PIS,2025-04-01,217,13639.95,41208.3,principal
SKU_1333_MOS,2025-04-01,147,9239.96,27915.3,principal
SKU_1334_TEA,2025-04-01,81,12330.38,37251.9,principal
SKU_1334_ROY,2025-04-01,0,0.0,0.0,principal
SKU_1335_CRE,2025-04-01,115,13080.39,43688.5,principal
SKU_1335_BRI,2025-04-01,0,0.0,0.0,principal
SKU_1336_LIM,2025-04-01,161,15391.0,56333.9,principal
SKU_1336_PIN,2025-04-01,204,19501.64,71379.6,principal
SKU_1337_DUS,2025-04-01,98,5332.77,18120.2,principal
SKU_1337_MAG,2025-04-01,239,13005.44,44191.1,principal
SKU_1338_OLI,2025-04-01,104,6968.24,21309.6,principal
SKU_1338_PAS,2025-04-01,174,11658.4,35652.6,principal
SKU_1339_JAD,2025-04-01,178,19659.81,55162.2,principal
SKU_1339_EME,2025-04-01,203,22421.02,62909.7,principal
SKU_1340_SNO,2025-04-01,0,0.0,0.0,principal
SKU_1340_POW,2025-04-01,253,95355.97,289659.7,principal
SKU_1341_HOT,2025-04-01,225,12871.84,40477.5,principal
SKU_1341_PEA,2025-04-01,97,5549.2,17450.3,principal
SKU_1342_CRE,2025-04-01,197,21919.84,68930.3,principal
SKU_1342_BAB,2025-04-01,86,9569.07,30091.4,principal
SKU_1343_NAV,2025-04-01,92,9589.33,28970.8,principal
SKU_1343_IVO,2025-04-01,200,20846.38,62980.0,principal
SKU_1344_PAS,2025-04-01,206,20628.47,64869.4,principal
SKU_1344_MID,2025-04-01,132,13218.24,41566.8,principal
SKU_1345_ARM,2025-04-01,128,42121.26,153587.2,principal
SKU_1345_FOR,2025-04-01,132,43437.55,158386.8,principal
SKU_1346_HON,2025-04-01,208,16152.97,55099.2,principal
SKU_1346_PEA,2025-04-01,93,7222.24,24635.7,principal
SKU_1347_DUS,2025-04-01,0,0.0,0.0,principal
SKU_1347_LIM,2025-04-01,150,11623.54,43485.0,principal
SKU_1348_NAV,2025-04-01,240,51004.15,155976.0,principal
SKU_1348_PIS,2025-04-01,0,0.0,0.0,principal
SKU_1349_HON,2025-04-01,213,17543.69,44708.7,principal
SKU_1349_SEA,2025-04-01,84,6918.64,17631.6,principal
SKU_1350_SNO,2025-04-01,96,9052.98,27350.4,principal
SKU_1350_BAB,2025-04-01,211,19897.7,60113.9,principal
SKU_1351_SAG,2025-04-01,208,47498.24,143499.2,principal
SKU_1351_HON,2025-04-01,255,58231.01,175924.5,principal
SKU_1352_CER,2025-04-01,233,21586.73,65216.7,principal
SKU_1352_HUN,2025-04-01,155,14360.27,43384.5,principal
SKU_1353_MAG,2025-04-01,241,15148.51,45765.9,principal
SKU_1353_MAR,2025-04-01,286,17977.07,54311.4,principal
SKU_1354_AQU,2025-04-01,273,83122.24,252497.7,principal
SKU_1354_CLE,2025-04-01,161,49020.81,148908.9,principal
SKU_1355_PAS,2025-04-01,252,14509.42,44074.8,principal
SKU_1355_DEE,2025-04-01,130,7485.02,22737.0,principal
SKU_1356_BLU,2025-04-01,139,9833.57,29871.1,principal
SKU_1356_DEN,2025-04-01,0,0.0,0.0,principal
SKU_1357_BRI,2025-04-01,117,25749.58,77793.3,principal
SKU_1357_BLU,2025-04-01,264,58101.62,175533.6,principal
SKU_1358_DUS,2025-04-01,114,7502.01,22788.6,principal
SKU_1358_MAR,2025-04-01,150,9871.06,29985.0,principal
SKU_1359_BLU,2025-04-01,114,15403.47,48438.6,principal
SKU_1359_NAV,2025-04-01,117,15808.83,49713.3,principal
SKU_1360_WHI,2025-04-01,259,27424.71,82854.1,principal
SKU_1360_FRE,2025-04-01,0,0.0,0.0,principal
SKU_1361_MEX,2025-04-01,256,15459.38,48614.4,principal
SKU_1361_BLU,2025-04-01,109,6582.31,20699.1,principal
