Código (SKU),Data da Posição de Estoque,Quantidade em Estoque,Valor ao Custo (R$),Valor a Preço de Venda (R$),Localização / CD
SKU_1795_HUN,2025-11-01,231,22805.96,69276.9,principal
SKU_1796_OLI,2025-11-01,0,0.0,0.0,principal
SKU_1796_SHO,2025-11-01,280,46539.66,141372.0,principal
SKU_1797_GAR,2025-11-01,0,0.0,0.0,principal
SKU_1797_BLU,2025-11-01,0,0.0,0.0,principal
SKU_1798_OFF,2025-11-01,212,27711.02,89018.8,principal
SKU_1798_MOS,2025-11-01,284,37122.31,119251.6,principal
SKU_1799_DEN,2025-11-01,277,22002.54,74762.3,principal
SKU_1799_POW,2025-11-01,295,23432.31,79620.5,principal
SKU_1800_SKY,2025-11-01,272,22611.44,76132.8,principal
SKU_1800_MOS,2025-11-01,220,18288.67,61578.0,principal
SKU_1801_MOS,2025-11-01,243,35747.91,91100.7,principal
SKU_1801_FLA,2025-11-01,288,42367.9,107971.2,principal
SKU_1802_OLI,2025-11-01,103,25395.88,76724.7,principal
SKU_1802_DEN,2025-11-01,0,0.0,0.0,principal
SKU_1803_DUS,2025-11-01,198,13101.05,39580.2,principal
SKU_1803_SER,2025-11-01,102,6749.02,20389.8,principal
SKU_1804_SPA,2025-11-01,106,15873.83,48219.4,principal
SKU_1804_SEA,2025-11-01,55,8236.42,25019.5,principal
SKU_1805_BLU,2025-11-01,45,8637.61,26095.5,principal
SKU_1805_WHI,2025-11-01,57,10940.97,33054.3,principal
SKU_1806_ROS,2025-11-01,238,15270.34,46386.2,principal
SKU_1806_EME,2025-11-01,191,12254.77,37225.9,principal
SKU_1807_IVO,2025-11-01,78,10623.41,35482.2,principal
SKU_1807_BLU,2025-11-01,112,15254.13,50948.8,principal
SKU_1808_SNO,2025-11-01,100,27991.48,95990.0,principal
SKU_1808_PAS,2025-11-01,61,17074.8,58553.9,principal
SKU_1809_PRI,2025-11-01,208,14236.24,49899.2,principal
SKU_1809_SHO,2025-11-01,116,7939.44,27828.4,principal
SKU_1810_OFF,2025-11-01,58,2939.92,9274.2,principal
SKU_1810_COB,2025-11-01,186,9428.02,29741.4,principal
SKU_1811_BLU,2025-11-01,208,56309.09,143499.2,principal
SKU_1811_PIN,2025-11-01,220,59557.69,151778.0,principal
SKU_1812_BRI,2025-11-01,95,23832.42,62690.5,principal
SKU_1812_HOT,2025-11-01,98,24585.02,64670.2,principal
SKU_1813_BLU,2025-11-01,62,5231.06,15803.8,principal
SKU_1813_RAS,2025-11-01,64,5399.8,16313.6,principal
SKU_1814_PRI,2025-11-01,221,27638.94,83957.9,principal
SKU_1814_PAS,2025-11-01,58,7253.66,22034.2,principal
SKU_1815_WHI,2025-11-01,99,14415.08,43550.1,principal
SKU_1815_LIM,2025-11-01,65,9464.45,28593.5,principal
SKU_1816_MOS,2025-11-01,64,5054.41,15353.6,principal
SKU_1816_WHI,2025-11-01,105,8292.38,25189.5,principal
SKU_1817_BUB,2025-11-01,180,10855.36,39582.0,principal
SKU_1817_PRI,2025-11-01,74,4462.76,16272.6,principal
SKU_1818_BRI,2025-11-01,74,4164.64,15162.6,principal
SKU_1818_EGR,2025-11-01,62,3489.3,12703.8,principal
SKU_1819_AQU,2025-11-01,70,6453.42,24143.0,principal
SKU_1819_DEE,2025-11-01,69,6361.23,23798.1,principal
SKU_1820_PEA,2025-11-01,7,602.7,2029.3,principal
SKU_1820_SPA,2025-11-01,93,8007.33,26960.7,principal
SKU_1821_BUB,2025-11-01,57,5381.39,15099.3,principal
SKU_1821_NAV,2025-11-01,57,5381.39,15099.3,principal
SKU_1822_ARM,2025-11-01,69,7077.81,21383.1,principal
SKU_1822_SEA,2025-11-01,237,24310.73,73446.3,principal
SKU_1823_MIN,2025-11-01,16,1032.19,3118.4,principal
SKU_1823_COR,2025-11-01,94,6064.12,18320.6,principal
SKU_1824_COR,2025-11-01,113,13388.14,40668.7,principal
SKU_1824_BLU,2025-11-01,230,27250.19,82777.0,principal
SKU_1825_MIN,2025-11-01,127,7312.29,22212.3,principal
SKU_1825_MIN,2025-11-01,127,7312.29,22212.3,principal
SKU_1826_SAP,2025-11-01,58,9309.11,28124.2,principal
SKU_1826_IVO,2025-11-01,69,11074.63,33458.1,principal
SKU_1827_PRI,2025-11-01,215,13325.31,41903.5,principal
SKU_1827_BUB,2025-11-01,195,12085.75,38005.5,principal
SKU_1828_FLA,2025-11-01,121,9808.49,29632.9,principal
SKU_1828_CER,2025-11-01,117,9484.24,28653.3,principal
SKU_1829_MOS,2025-11-01,79,6796.13,20532.1,principal
SKU_1829_HUN,2025-11-01,63,5419.69,16373.7,principal
SKU_1830_IVO,2025-11-01,126,10839.39,32747.4,principal
SKU_1830_NAV,2025-11-01,186,16001.0,48341.4,principal
SKU_1831_MID,2025-11-01,117,12899.14,39183.3,principal
SKU_1831_HOT,2025-11-01,92,10142.92,30810.8,principal
SKU_1832_COR,2025-11-01,56,5251.58,16514.4,principal
SKU_1832_MIN,2025-11-01,67,6283.14,19758.3,principal
SKU_1833_NAV,2025-11-01,118,8626.77,27128.2,principal
SKU_1833_LIG,2025-11-01,107,7822.58,24599.3,principal
SKU_1834_SAL,2025-11-01,64,8471.48,25593.6,principal
SKU_1834_MAG,2025-11-01,175,23164.21,69982.5,principal
SKU_1835_BIR,2025-11-01,63,3855.72,11648.7,principal
SKU_1835_BAB,2025-11-01,240,14688.46,44376.0,principal
SKU_1836_CRE,2025-11-01,46,10457.56,32885.4,principal
SKU_1836_MID,2025-11-01,178,40466.2,127252.2,principal
SKU_1837_SAP,2025-11-01,265,21800.78,66223.5,principal
SKU_1837_EGR,2025-11-01,66,5429.63,16493.4,principal
SKU_1838_DEN,2025-11-01,58,5496.43,18554.2,principal
SKU_1838_BAL,2025-11-01,113,10708.56,36148.7,principal
SKU_1839_DUS,2025-11-01,192,16814.43,56620.8,principal
SKU_1839_BAB,2025-11-01,50,4378.76,14745.0,principal
SKU_1840_FOR,2025-11-01,0,0.0,0.0,principal
SKU_1840_LIM,2025-11-01,112,6866.83,24068.8,principal
SKU_1841_WHI,2025-11-01,64,3032.47,9273.6,principal
SKU_1841_LIM,2025-11-01,219,10376.72,31733.1,principal
SKU_1842_SAG,2025-11-01,118,22495.33,63118.2,principal
SKU_1842_POW,2025-11-01,221,42131.08,118212.9,principal
SKU_1843_BIR,2025-11-01,111,11202.33,33843.9,principal
SKU_1843_NAV,2025-11-01,190,19175.16,57931.0,principal
SKU_1844_BAL,2025-11-01,68,5624.75,16993.2,principal
SKU_1844_MOS,2025-11-01,107,8850.71,26739.3,principal
SKU_1845_BAL,2025-11-01,59,16011.83,48374.1,principal
SKU_1845_TUR,2025-11-01,81,21982.34,66411.9,principal
SKU_1846_PAS,2025-11-01,213,23700.13,74528.7,principal
SKU_1846_SEA,2025-11-01,113,12573.31,39538.7,principal
SKU_1847_PAS,2025-11-01,105,9329.36,28339.5,principal
SKU_1847_MYS,2025-11-01,229,20346.9,61807.1,principal
SKU_1848_BAL,2025-11-01,101,6640.64,22209.9,principal
SKU_1848_ARM,2025-11-01,265,17423.45,58273.5,principal
SKU_1849_BAB,2025-11-01,222,22861.49,73237.8,principal
SKU_1849_GAR,2025-11-01,109,11224.78,35959.1,principal
SKU_1850_DEE,2025-11-01,197,11879.51,40365.3,principal
SKU_1850_PRI,2025-11-01,260,15678.54,53274.0,principal
SKU_1851_DEE,2025-11-01,66,4637.97,14183.4,principal
SKU_1851_BLU,2025-11-01,60,4216.34,12894.0,principal
SKU_1852_BLA,2025-11-01,221,42025.79,110477.9,principal
SKU_1852_FOR,2025-11-01,127,24150.57,63487.3,principal
SKU_1853_ROS,2025-11-01,60,17872.01,53994.0,principal
SKU_1853_BLU,2025-11-01,104,30978.16,93589.6,principal
SKU_1854_NAV,2025-11-01,120,7344.23,22188.0,principal
SKU_1854_MID,2025-11-01,227,13892.83,41972.3,principal
SKU_1855_FLA,2025-11-01,208,18182.99,57179.2,principal
SKU_1855_AQU,2025-11-01,101,8829.24,27764.9,principal
SKU_1856_FLA,2025-11-01,117,12513.98,38013.3,principal
SKU_1856_PAS,2025-11-01,213,22781.86,69203.7,principal
SKU_1857_PAS,2025-11-01,60,4738.5,14394.0,principal
SKU_1857_IVO,2025-11-01,71,5607.23,17032.9,principal
SKU_1858_OLI,2025-11-01,111,28441.76,99888.9,principal
SKU_1858_IVO,2025-11-01,0,0.0,0.0,principal
SKU_1859_LIG,2025-11-01,67,8794.64,28803.3,principal
SKU_1859_PEA,2025-11-01,189,24808.76,81251.1,principal
SKU_1860_BLA,2025-11-01,66,5643.61,21113.4,principal
SKU_1860_SPA,2025-11-01,204,17443.89,65259.6,principal
SKU_1861_DEE,2025-11-01,70,4051.97,13643.0,principal
SKU_1861_SAP,2025-11-01,241,13950.36,46970.9,principal
SKU_1862_PAS,2025-11-01,9,721.39,2024.1,principal
SKU_1862_PIN,2025-11-01,218,17473.65,49028.2,principal
SKU_1863_MOS,2025-11-01,129,10883.98,32882.1,principal
SKU_1863_POW,2025-11-01,208,17549.36,53019.2,principal
SKU_1864_VAN,2025-11-01,203,10967.72,34489.7,principal
SKU_1864_BRI,2025-11-01,112,6051.16,19028.8,principal
SKU_1865_POW,2025-11-01,111,8820.97,27738.9,principal
SKU_1865_CRE,2025-11-01,2,158.94,499.8,principal
SKU_1866_ROS,2025-11-01,106,11399.44,34439.4,principal
SKU_1866_DUS,2025-11-01,114,12259.78,37038.6,principal
SKU_1867_TEA,2025-11-01,107,7041.36,21389.3,principal
SKU_1867_LIG,2025-11-01,98,6449.09,19590.2,principal
SKU_1868_ARM,2025-11-01,184,48108.07,145341.6,principal
SKU_1868_SEA,2025-11-01,122,31897.74,96367.8,principal
SKU_1869_CRE,2025-11-01,68,10593.6,33313.2,principal
SKU_1869_AQU,2025-11-01,61,9503.08,29883.9,principal
SKU_1870_SAG,2025-11-01,107,8142.37,24599.3,principal
SKU_1870_AQU,2025-11-01,17,1293.65,3908.3,principal
SKU_1871_WHI,2025-11-01,93,6153.52,18590.7,principal
SKU_1871_SNO,2025-11-01,106,7013.69,21189.4,principal
SKU_1872_FRE,2025-11-01,116,32824.74,99168.4,principal
SKU_1872_SAP,2025-11-01,120,33956.63,102588.0,principal
SKU_1873_BAB,2025-11-01,128,19061.36,57587.2,principal
SKU_1873_BLA,2025-11-01,131,19508.11,58936.9,principal
SKU_1874_JAD,2025-11-01,75,5459.02,16492.5,principal
SKU_1874_GAR,2025-11-01,126,9171.15,27707.4,principal
SKU_1875_BAB,2025-11-01,69,3972.82,12068.1,principal
SKU_1875_BIR,2025-11-01,43,2475.81,7520.7,principal
SKU_1876_AQU,2025-11-01,114,7543.03,22788.6,principal
SKU_1876_CLO,2025-11-01,68,4499.35,13593.2,principal
SKU_1877_SAP,2025-11-01,52,9506.55,29894.8,principal
SKU_1877_TEA,2025-11-01,213,38940.28,122453.7,principal
SKU_1878_SEA,2025-11-01,114,16508.92,50148.6,principal
SKU_1878_ROS,2025-11-01,185,26790.79,81381.5,principal
SKU_1879_COR,2025-11-01,0,0.0,0.0,principal
SKU_1879_WHI,2025-11-01,100,8745.83,30490.0,principal
SKU_1880_DUS,2025-11-01,131,34164.4,111336.9,principal
SKU_1880_TUR,2025-11-01,127,33121.21,107937.3,principal
SKU_1881_CLO,2025-11-01,0,0.0,0.0,principal
SKU_1881_SNO,2025-11-01,69,4821.03,16898.1,principal
SKU_1882_TUR,2025-11-01,227,17807.54,54457.3,principal
SKU_1882_SPA,2025-11-01,52,4079.26,12474.8,principal
SKU_1883_ARM,2025-11-01,229,16825.74,51502.1,principal
SKU_1883_BLU,2025-11-01,16,1175.6,3598.4,principal
SKU_1884_NAV,2025-11-01,125,15142.55,42487.5,principal
SKU_1884_FOR,2025-11-01,130,15748.25,44187.0,principal
SKU_1885_BLA,2025-11-01,54,9828.91,29694.6,principal
SKU_1885_MAG,2025-11-01,79,14379.34,43442.1,principal
SKU_1886_BAL,2025-11-01,63,4104.97,12908.7,principal
SKU_1886_CLO,2025-11-01,49,3192.75,10040.1,principal
SKU_1887_PAS,2025-11-01,64,4211.65,12793.6,principal
SKU_1887_CLE,2025-11-01,0,0.0,0.0,principal
SKU_1888_SEA,2025-11-01,91,5593.52,18190.9,principal
SKU_1888_NAV,2025-11-01,55,3380.7,10994.5,principal
SKU_1889_MAR,2025-11-01,78,6107.45,21052.2,principal
SKU_1889_BIR,2025-11-01,247,19340.24,66665.3,principal
SKU_1890_TEA,2025-11-01,11,846.28,2803.9,principal
SKU_1890_ROY,2025-11-01,54,4154.45,13764.6,principal
SKU_1891_MAR,2025-11-01,110,11733.69,36289.0,principal
SKU_1891_BUB,2025-11-01,193,20587.28,63670.7,principal
SKU_1892_AQU,2025-11-01,195,18563.66,56530.5,principal
SKU_1892_ROS,2025-11-01,211,20086.83,61168.9,principal
SKU_1893_BIR,2025-11-01,65,15988.13,40943.5,principal
SKU_1893_TEA,2025-11-01,62,15250.22,39053.8,principal
SKU_1894_IVO,2025-11-01,248,22443.28,68175.2,principal
SKU_1894_AQU,2025-11-01,63,5701.32,17318.7,principal
SKU_1895_PAS,2025-11-01,231,14902.25,45021.9,principal
SKU_1895_BRI,2025-11-01,63,4064.25,12278.7,principal
SKU_1896_ARM,2025-11-01,253,84572.06,255504.7,principal
SKU_1896_PAS,2025-11-01,67,22396.55,67663.3,principal
SKU_1897_JAD,2025-11-01,227,16956.49,53322.3,principal
SKU_1897_SHO,2025-11-01,75,5602.36,17617.5,principal
SKU_1898_EME,2025-11-01,52,7331.53,25214.8,principal
SKU_1898_WHI,2025-11-01,57,8036.49,27639.3,principal
SKU_1899_SAG,2025-11-01,0,0.0,0.0,principal
SKU_1899_SAP,2025-11-01,119,8331.19,26763.1,principal
SKU_1900_HON,2025-11-01,55,6837.71,23369.5,principal
SKU_1900_FRE,2025-11-01,198,24615.74,84130.2,principal
SKU_1901_LIM,2025-11-01,110,8166.39,25839.0,principal
SKU_1901_MIN,2025-11-01,222,16481.26,52147.8,principal
SKU_1902_BLU,2025-11-01,43,12132.51,35685.7,principal
SKU_1902_HOT,2025-11-01,115,32447.42,95438.5,principal
SKU_1903_PAS,2025-11-01,223,26772.46,73567.7,principal
SKU_1903_DUS,2025-11-01,118,14166.59,38928.2,principal
SKU_1904_SNO,2025-11-01,217,58737.86,161643.3,principal
SKU_1904_CLE,2025-11-01,82,22195.87,61081.8,principal
SKU_1905_WHI,2025-11-01,209,24897.52,75219.1,principal
SKU_1905_PRI,2025-11-01,126,15009.99,45347.4,principal
SKU_1906_SHO,2025-11-01,49,4782.98,14450.1,principal
SKU_1906_NAV,2025-11-01,205,20010.44,60454.5,principal
SKU_1907_BLA,2025-11-01,72,5791.2,19792.8,principal
SKU_1907_TEA,2025-11-01,53,4262.96,14569.7,principal
SKU_1908_BLA,2025-11-01,6,559.47,1889.4,principal
SKU_1908_MID,2025-11-01,58,5408.19,18264.2,principal
SKU_1909_SPA,2025-11-01,55,8412.7,24744.5,principal
SKU_1909_PEA,2025-11-01,196,29979.79,88180.4,principal
SKU_1910_MID,2025-11-01,63,16108.02,47243.7,principal
SKU_1910_MYS,2025-11-01,0,0.0,0.0,principal
SKU_1911_RAS,2025-11-01,66,5501.02,14183.4,principal
SKU_1911_LIG,2025-11-01,64,5334.33,13753.6,principal
SKU_1912_PAS,2025-11-01,122,15458.51,46957.8,principal
SKU_1912_MEX,2025-11-01,98,12417.49,37720.2,principal
SKU_1913_PIS,2025-11-01,229,16215.55,44632.1,principal
SKU_1913_MYS,2025-11-01,206,14586.91,40149.4,principal
SKU_1914_SNO,2025-11-01,234,17255.42,46776.6,principal
SKU_1914_BIR,2025-11-01,180,13273.4,35982.0,principal
SKU_1915_SPA,2025-11-01,114,49728.29,132798.6,principal
SKU_1915_DUS,2025-11-01,194,84625.34,225990.6,principal
SKU_1916_TUR,2025-11-01,106,8943.42,27019.4,principal
SKU_1916_HOT,2025-11-01,218,18393.07,55568.2,principal
SKU_1917_IVO,2025-11-01,59,7321.42,22119.1,principal
SKU_1917_LIG,2025-11-01,224,27796.59,83977.6,principal
SKU_1918_SKY,2025-11-01,203,13431.88,40579.7,principal
SKU_1918_WHI,2025-11-01,19,1257.17,3798.1,principal
SKU_1919_COB,2025-11-01,65,14628.05,44193.5,principal
SKU_1919_PEA,2025-11-01,218,49060.22,148218.2,principal
SKU_1920_NAV,2025-11-01,226,18964.36,57607.4,principal
SKU_1920_GAR,2025-11-01,59,4950.87,15039.1,principal
SKU_1921_PIN,2025-11-01,112,8900.44,27988.8,principal
SKU_1921_VAN,2025-11-01,194,15416.83,48480.6,principal
SKU_1922_TEA,2025-11-01,195,39802.44,135505.5,principal
SKU_1922_BLU,2025-11-01,125,25514.38,86862.5,principal
SKU_1923_TUR,2025-11-01,222,12395.66,42157.8,principal
SKU_1923_PEA,2025-11-01,128,7147.05,24307.2,principal
SKU_1924_BIR,2025-11-01,226,42893.46,145747.4,principal
SKU_1924_TEA,2025-11-01,119,22585.49,76743.1,principal
SKU_1925_PIN,2025-11-01,191,22093.6,69695.9,principal
SKU_1925_PRI,2025-11-01,241,27877.27,87940.9,principal
SKU_1926_SHO,2025-11-01,140,14373.79,37786.0,principal
SKU_1926_IVO,2025-11-01,206,21150.01,55599.4,principal
SKU_1927_CER,2025-11-01,62,7068.62,18593.8,principal
SKU_1927_FUC,2025-11-01,66,7524.66,19793.4,principal
SKU_1928_COR,2025-11-01,109,11299.49,34324.1,principal
SKU_1928_BLU,2025-11-01,204,21147.68,64239.6,principal
SKU_1929_COB,2025-11-01,130,12620.54,38337.0,principal
SKU_1929_PEA,2025-11-01,72,6989.84,21232.8,principal
SKU_1930_GAR,2025-11-01,0,0.0,0.0,principal
SKU_1930_SHO,2025-11-01,240,52422.46,158376.0,principal
SKU_1931_MID,2025-11-01,66,16184.59,49163.4,principal
SKU_1931_COR,2025-11-01,55,13487.16,40969.5,principal
SKU_1932_NAV,2025-11-01,112,6483.15,21828.8,principal
SKU_1932_COB,2025-11-01,212,12271.68,41318.8,principal
SKU_1933_GAR,2025-11-01,192,13962.08,43180.8,principal
SKU_1933_SNO,2025-11-01,225,16361.81,50602.5,principal
SKU_1934_HON,2025-11-01,132,9170.21,34306.8,principal
SKU_1934_COB,2025-11-01,212,14727.91,55098.8,principal
SKU_1935_DEN,2025-11-01,72,4106.04,12952.8,principal
SKU_1935_HOT,2025-11-01,72,4106.04,12952.8,principal
SKU_1936_HON,2025-11-01,127,6473.54,16497.3,principal
SKU_1936_WHI,2025-11-01,69,3517.12,8963.1,principal
SKU_1937_BUB,2025-11-01,45,3126.46,9445.5,principal
SKU_1937_MIN,2025-11-01,196,13617.47,41140.4,principal
SKU_1938_CRE,2025-11-01,205,61062.71,184479.5,principal
SKU_1938_PAS,2025-11-01,0,0.0,0.0,principal
SKU_1939_ROS,2025-11-01,115,5847.54,18388.5,principal
SKU_1939_LIG,2025-11-01,120,6101.78,19188.0,principal
SKU_1940_HUN,2025-11-01,231,82501.44,250611.9,principal
SKU_1940_BIR,2025-11-01,202,72144.11,219149.8,principal
SKU_1941_MIN,2025-11-01,252,87098.02,264574.8,principal
SKU_1941_MIN,2025-11-01,252,87098.02,264574.8,principal
SKU_1942_MYS,2025-11-01,199,76488.65,235795.1,principal
SKU_1942_SAL,2025-11-01,242,93016.35,286745.8,principal
SKU_1943_FUC,2025-11-01,127,10254.33,35547.3,principal
SKU_1943_AQU,2025-11-01,127,10254.33,35547.3,principal
SKU_1944_FUC,2025-11-01,123,15592.5,49187.7,principal
SKU_1944_PIS,2025-11-01,220,27889.03,87978.0,principal
SKU_1945_BAB,2025-11-01,204,12901.99,43839.6,principal
SKU_1945_BRI,2025-11-01,69,4363.91,14828.1,principal
SKU_1946_PEA,2025-11-01,197,25285.6,79765.3,principal
SKU_1946_BUB,2025-11-01,118,15145.69,47778.2,principal
SKU_1947_SKY,2025-11-01,69,11546.32,30353.1,principal
SKU_1947_CLE,2025-11-01,238,39826.43,104696.2,principal
SKU_1948_WHI,2025-11-01,58,3816.81,11594.2,principal
SKU_1948_PAL,2025-11-01,103,6778.13,20589.7,principal
SKU_1949_VAN,2025-11-01,107,5808.5,17644.3,principal
SKU_1949_SKY,2025-11-01,61,3311.39,10058.9,principal
SKU_1950_BLU,2025-11-01,237,31269.35,98331.3,principal
SKU_1950_FLA,2025-11-01,56,7388.54,23234.4,principal
SKU_1951_COR,2025-11-01,47,3943.91,11980.3,principal
SKU_1951_GAR,2025-11-01,117,9817.83,29823.3,principal
SKU_1952_TUR,2025-11-01,54,3642.47,11064.6,principal
SKU_1952_PIS,2025-11-01,127,8566.54,26022.3,principal
SKU_1953_IVO,2025-11-01,24,1557.16,5637.6,principal
SKU_1953_LIM,2025-11-01,98,6358.41,23020.2,principal
SKU_1954_WHI,2025-11-01,55,3440.03,11544.5,principal
SKU_1954_ROY,2025-11-01,102,6379.69,21409.8,principal
SKU_1955_FRE,2025-11-01,135,36081.89,134986.5,principal
SKU_1955_SAL,2025-11-01,105,28063.69,104989.5,principal
SKU_1956_CLO,2025-11-01,191,11907.0,40090.9,principal
SKU_1956_PEA,2025-11-01,139,8665.3,29176.1,principal
SKU_1957_PEA,2025-11-01,62,4196.18,11773.8,principal
SKU_1957_CRE,2025-11-01,112,7580.2,21268.8,principal
SKU_1958_PAS,2025-11-01,55,3366.1,10169.5,principal
SKU_1958_BLU,2025-11-01,209,12791.2,38644.1,principal
SKU_1959_TUR,2025-11-01,217,51057.54,160558.3,principal
SKU_1959_WHI,2025-11-01,10,2352.88,7399.0,principal
SKU_1960_NAV,2025-11-01,99,5700.13,17315.1,principal
SKU_1960_BAL,2025-11-01,128,7369.87,22387.2,principal
SKU_1961_LIG,2025-11-01,120,16479.83,49788.0,principal
SKU_1961_SHO,2025-11-01,184,25269.07,76341.6,principal
SKU_1962_FRE,2025-11-01,115,8135.68,24713.5,principal
SKU_1962_LIG,2025-11-01,225,15917.64,48352.5,principal
SKU_1963_SER,2025-11-01,119,23331.86,82693.1,principal
SKU_1963_IVO,2025-11-01,244,47840.11,169555.6,principal
SKU_1964_SAL,2025-11-01,206,18487.26,60749.4,principal
SKU_1964_BRI,2025-11-01,99,8884.65,29195.1,principal
SKU_1965_GAR,2025-11-01,121,8109.05,28422.9,principal
SKU_1965_DEN,2025-11-01,78,5227.32,18322.2,principal
SKU_1966_FOR,2025-11-01,67,13429.84,45218.3,principal
SKU_1966_CER,2025-11-01,124,24855.22,83687.6,principal
SKU_1967_PAL,2025-11-01,88,6730.13,17151.2,principal
SKU_1967_BAB,2025-11-01,119,9100.97,23193.1,principal
SKU_1968_JAD,2025-11-01,227,13141.46,39702.3,principal
SKU_1968_PAS,2025-11-01,66,3820.87,11543.4,principal
SKU_1969_SER,2025-11-01,207,28085.12,84849.3,principal
SKU_1969_SNO,2025-11-01,124,16823.94,50827.6,principal
SKU_1970_PEA,2025-11-01,91,22279.37,70060.9,principal
SKU_1970_TUR,2025-11-01,62,15179.35,47733.8,principal
SKU_1971_RAS,2025-11-01,59,16118.98,48964.1,principal
SKU_1971_PIN,2025-11-01,1,273.2,829.9,principal
SKU_1972_PAS,2025-11-01,189,21576.6,65186.1,principal
SKU_1972_AQU,2025-11-01,0,0.0,0.0,principal
SKU_1973_SKY,2025-11-01,132,13428.12,42226.8,principal
SKU_1973_MYS,2025-11-01,75,7629.61,23992.5,principal
SKU_1974_JAD,2025-11-01,217,13794.3,43378.3,principal
SKU_1974_MIN,2025-11-01,199,12650.07,39780.1,principal
SKU_1975_MYS,2025-11-01,235,33247.38,104551.5,principal
SKU_1975_PAS,2025-11-01,0,0.0,0.0,principal
SKU_1976_SKY,2025-11-01,0,0.0,0.0,principal
SKU_1976_JAD,2025-11-01,0,0.0,0.0,principal
SKU_1977_NAV,2025-11-01,69,4908.1,14828.1,principal
SKU_1977_TEA,2025-11-01,116,8251.3,24928.4,principal
SKU_1978_BAL,2025-11-01,187,15468.06,46731.3,principal
SKU_1978_ROS,2025-11-01,60,4963.01,14994.0,principal
SKU_1979_MAR,2025-11-01,91,5870.58,17735.9,principal
SKU_1979_DEN,2025-11-01,61,3935.23,11888.9,principal
SKU_1980_DEN,2025-11-01,219,11167.48,33923.1,principal
SKU_1980_DEE,2025-11-01,198,10096.63,30670.2,principal
SKU_1981_FOR,2025-11-01,59,9660.55,30379.1,principal
SKU_1981_SEA,2025-11-01,63,10315.51,32438.7,principal
SKU_1982_PIS,2025-11-01,60,4442.22,13494.0,principal
SKU_1982_VAN,2025-11-01,224,16584.31,50377.6,principal
SKU_1983_GAR,2025-11-01,62,4434.13,13943.8,principal
SKU_1983_SAP,2025-11-01,201,14375.16,45204.9,principal
SKU_1984_PIN,2025-11-01,7,665.88,2099.3,principal
SKU_1984_PAS,2025-11-01,185,17598.18,55481.5,principal
SKU_1985_WHI,2025-11-01,68,8040.58,27873.2,principal
SKU_1985_PAS,2025-11-01,60,7094.63,24594.0,principal
SKU_1986_BUB,2025-11-01,245,15134.52,51425.5,principal
SKU_1986_TEA,2025-11-01,201,12416.49,42189.9,principal
SKU_1987_MYS,2025-11-01,206,73131.71,230699.4,principal
SKU_1987_CLO,2025-11-01,140,49701.16,156786.0,principal
SKU_1988_WHI,2025-11-01,125,20203.99,53112.5,principal
SKU_1988_WHI,2025-11-01,125,20203.99,53112.5,principal
SKU_1989_HOT,2025-11-01,75,8639.03,26242.5,principal
SKU_1989_MAG,2025-11-01,221,25456.34,77327.9,principal
SKU_1990_LIM,2025-11-01,187,11135.27,33641.3,principal
SKU_1990_IVO,2025-11-01,92,5478.31,16550.8,principal
SKU_1991_GAR,2025-11-01,210,20027.32,62979.0,principal
SKU_1991_PIN,2025-11-01,80,7629.46,23992.0,principal
SKU_1992_BAL,2025-11-01,212,64549.14,196078.8,principal
SKU_1992_DEE,2025-11-01,128,38973.07,118387.2,principal
SKU_1993_SAP,2025-11-01,193,12575.53,39545.7,principal
SKU_1993_MEX,2025-11-01,89,5799.08,18236.1,principal
SKU_1994_COB,2025-11-01,46,3392.38,12415.4,principal
SKU_1994_LIM,2025-11-01,139,10250.9,37516.1,principal
SKU_1995_WHI,2025-11-01,218,15572.93,51208.2,principal
SKU_1995_EME,2025-11-01,104,7429.29,24429.6,principal
SKU_1996_SHO,2025-11-01,54,3534.94,13224.6,principal
SKU_1996_BLA,2025-11-01,74,4844.17,18122.6,principal
SKU_1997_MID,2025-11-01,34,2046.74,6456.6,principal
SKU_1997_SPA,2025-11-01,185,11136.69,35131.5,principal
SKU_1998_COR,2025-11-01,133,17955.53,47201.7,principal
SKU_1998_SAL,2025-11-01,209,28215.83,74174.1,principal
SKU_1999_COB,2025-11-01,223,17338.67,52382.7,principal
SKU_1999_SKY,2025-11-01,134,10418.75,31476.6,principal
SKU_2000_SHO,2025-11-01,233,16483.6,50071.7,principal
SKU_2000_SAG,2025-11-01,41,2900.55,8810.9,principal
SKU_2001_DEN,2025-11-01,215,26315.61,82753.5,principal
SKU_2001_MAR,2025-11-01,187,22888.46,71976.3,principal
SKU_2002_WHI,2025-11-01,220,14839.68,45078.0,principal
SKU_2002_VAN,2025-11-01,67,4519.36,13728.3,principal
SKU_2003_BAL,2025-11-01,101,8020.1,24229.9,principal
SKU_2003_FOR,2025-11-01,217,17231.3,52058.3,principal
SKU_2004_MIN,2025-11-01,76,4771.86,17092.4,principal
SKU_2004_AQU,2025-11-01,83,5211.37,18666.7,principal
SKU_2005_FUC,2025-11-01,53,2690.22,9534.7,principal
SKU_2005_TEA,2025-11-01,125,6344.85,22487.5,principal
SKU_2006_PRI,2025-11-01,123,29751.21,111302.7,principal
SKU_2006_DEN,2025-11-01,64,15480.31,57913.6,principal
SKU_2007_LIG,2025-11-01,204,12717.42,42819.6,principal
