Código (SKU),Data da Posição de Estoque,Quantidade em Estoque,Valor ao Custo (R$),Valor a Preço de Venda (R$),Localização / CD
SKU_1183_POW,2023-10-01,880,190755.53,571912.0,principal
SKU_1183_MOS,2023-10-01,383,83022.01,248911.7,principal
SKU_1184_HOT,2023-10-01,397,47296.08,134940.3,principal
SKU_1184_BAB,2023-10-01,205,24422.41,69679.5,principal
SKU_1185_BAL,2023-10-01,868,325263.44,859233.2,principal
SKU_1185_MAG,2023-10-01,864,323764.53,855273.6,principal
SKU_1186_FLA,2023-10-01,531,83014.99,252171.9,principal
SKU_1186_MEX,2023-10-01,897,140234.36,425985.3,principal
SKU_1187_JAD,2023-10-01,867,88934.17,268683.3,principal
SKU_1187_OLI,2023-10-01,908,93139.83,281389.2,principal
SKU_1188_TEA,2023-10-01,837,66463.58,200796.3,principal
SKU_1188_BAB,2023-10-01,806,64001.96,193359.4,principal
SKU_1189_FUC,2023-10-01,383,29778.98,89966.7,principal
SKU_1189_ROY,2023-10-01,954,74175.31,224094.6,principal
SKU_1190_TEA,2023-10-01,349,58846.1,202385.1,principal
SKU_1190_MAG,2023-10-01,916,154449.93,531188.4,principal
SKU_1191_MIN,2023-10-01,521,29987.85,96332.9,principal
SKU_1191_MYS,2023-10-01,835,48061.15,154391.5,principal
SKU_1192_MAR,2023-10-01,867,55829.05,203658.3,principal
SKU_1192_RAS,2023-10-01,360,23181.61,84564.0,principal
SKU_1193_CLE,2023-10-01,348,48932.35,154825.2,principal
SKU_1193_ROS,2023-10-01,853,119940.5,379499.7,principal
SKU_1194_FLA,2023-10-01,546,42107.84,120065.4,principal
SKU_1194_SAG,2023-10-01,897,69177.16,197250.3,principal
SKU_1195_HUN,2023-10-01,364,58318.34,171043.6,principal
SKU_1195_SAL,2023-10-01,199,31882.83,93510.1,principal
SKU_1196_PEA,2023-10-01,133,15727.96,40551.7,principal
SKU_1196_RAS,2023-10-01,547,64685.66,166780.3,principal
SKU_1197_ROS,2023-10-01,547,143139.55,434810.3,principal
SKU_1197_COR,2023-10-01,504,131887.26,400629.6,principal
SKU_1198_SEA,2023-10-01,882,93931.41,295381.8,principal
SKU_1198_SAL,2023-10-01,320,34079.42,107168.0,principal
SKU_1199_PAL,2023-10-01,371,21347.38,77872.9,principal
SKU_1199_TEA,2023-10-01,865,49772.18,181563.5,principal
SKU_1200_MID,2023-10-01,419,22320.13,75378.1,principal
SKU_1200_PAS,2023-10-01,376,20029.52,67642.4,principal
SKU_1201_BIR,2023-10-01,322,49734.96,156137.8,principal
SKU_1201_SAG,2023-10-01,594,91747.11,288030.6,principal
SKU_1202_LIG,2023-10-01,573,169926.1,466937.7,principal
SKU_1202_CLE,2023-10-01,926,274610.07,754597.4,principal
SKU_1203_OFF,2023-10-01,198,54674.15,150460.2,principal
SKU_1203_FLA,2023-10-01,855,236092.93,649714.5,principal
SKU_1204_AQU,2023-10-01,339,45762.45,118616.1,principal
SKU_1204_MIN,2023-10-01,586,79105.59,205041.4,principal
SKU_1205_RAS,2023-10-01,534,140501.75,424476.6,principal
SKU_1205_COR,2023-10-01,853,224434.45,678049.7,principal
SKU_1206_HUN,2023-10-01,575,78965.84,238567.5,principal
SKU_1206_BLA,2023-10-01,547,75120.55,226950.3,principal
SKU_1207_POW,2023-10-01,580,194735.63,591542.0,principal
SKU_1207_BLA,2023-10-01,481,161496.27,490571.9,principal
SKU_1208_PAS,2023-10-01,342,83819.59,220555.8,principal
SKU_1208_MOS,2023-10-01,356,87250.8,229584.4,principal
SKU_1209_BLA,2023-10-01,389,41985.87,108881.1,principal
SKU_1209_DUS,2023-10-01,856,92390.49,239594.4,principal
SKU_1210_SHO,2023-10-01,929,74463.1,190352.1,principal
SKU_1210_WHI,2023-10-01,930,74543.25,190557.0,principal
SKU_1211_GAR,2023-10-01,936,98571.17,299426.4,principal
SKU_1211_CRE,2023-10-01,921,96991.5,294627.9,principal
SKU_1212_COB,2023-10-01,414,28950.27,91038.6,principal
SKU_1212_SNO,2023-10-01,913,63844.45,200768.7,principal
SKU_1213_MAG,2023-10-01,360,103686.15,314964.0,principal
SKU_1213_POW,2023-10-01,547,157545.34,478570.3,principal
SKU_1214_BLA,2023-10-01,873,82081.69,261812.7,principal
SKU_1214_RAS,2023-10-01,365,34318.23,109463.5,principal
SKU_1215_MAG,2023-10-01,382,26362.28,84001.8,principal
SKU_1215_BRI,2023-10-01,815,56244.14,179218.5,principal
SKU_1216_WHI,2023-10-01,996,151724.93,567620.4,principal
SKU_1216_CRE,2023-10-01,596,90791.22,339660.4,principal
SKU_1217_ROS,2023-10-01,553,143729.29,453404.7,principal
SKU_1217_RAS,2023-10-01,876,227679.67,718232.4,principal
SKU_1218_BLU,2023-10-01,391,100480.26,256065.9,principal
SKU_1218_SNO,2023-10-01,352,90457.93,230524.8,principal
SKU_1219_MAR,2023-10-01,555,83319.48,219169.5,principal
SKU_1219_LIM,2023-10-01,402,60350.32,158749.8,principal
SKU_1220_TUR,2023-10-01,409,41277.06,124704.1,principal
SKU_1220_HOT,2023-10-01,531,53589.53,161901.9,principal
SKU_1221_SAG,2023-10-01,386,90207.51,283671.4,principal
SKU_1221_PAL,2023-10-01,121,28277.48,88922.9,principal
SKU_1222_PAS,2023-10-01,530,147414.77,447797.0,principal
SKU_1222_HON,2023-10-01,897,249492.55,757875.3,principal
SKU_1223_TEA,2023-10-01,602,28716.05,87229.8,principal
SKU_1223_BLA,2023-10-01,872,41595.34,126352.8,principal
SKU_1224_OLI,2023-10-01,522,70820.94,216577.8,principal
SKU_1224_ARM,2023-10-01,835,113286.37,346441.5,principal
SKU_1225_POW,2023-10-01,369,24022.57,79298.1,principal
SKU_1225_IVO,2023-10-01,962,62627.94,206733.8,principal
SKU_1226_PAL,2023-10-01,556,76918.14,269604.4,principal
SKU_1226_LIG,2023-10-01,378,52293.26,183292.2,principal
SKU_1227_CLO,2023-10-01,571,67817.84,228342.9,principal
SKU_1227_PAS,2023-10-01,415,49289.67,165958.5,principal
SKU_1228_WHI,2023-10-01,963,109547.76,279173.7,principal
SKU_1228_SPA,2023-10-01,851,96807.0,246704.9,principal
SKU_1229_SAL,2023-10-01,846,239484.9,727475.4,principal
SKU_1229_CLO,2023-10-01,956,270623.6,822064.4,principal
SKU_1230_ROS,2023-10-01,882,116112.72,352711.8,principal
SKU_1230_NAV,2023-10-01,940,123748.26,375906.0,principal
SKU_1231_LIG,2023-10-01,915,145344.91,439108.5,principal
SKU_1231_BIR,2023-10-01,328,52101.78,157407.2,principal
SKU_1232_AQU,2023-10-01,337,39588.03,119601.3,principal
SKU_1232_FOR,2023-10-01,115,13509.27,40813.5,principal
SKU_1233_JAD,2023-10-01,550,43436.29,131945.0,principal
SKU_1233_SEA,2023-10-01,946,74710.43,226945.4,principal
SKU_1234_MOS,2023-10-01,340,22598.68,69666.0,principal
SKU_1234_SAL,2023-10-01,106,7045.47,21719.4,principal
SKU_1235_HUN,2023-10-01,527,71435.93,247637.3,principal
SKU_1235_COR,2023-10-01,391,53000.85,183730.9,principal
SKU_1236_DEE,2023-10-01,854,150875.33,486694.6,principal
SKU_1236_LIM,2023-10-01,421,74377.65,239927.9,principal
SKU_1237_BAB,2023-10-01,908,259026.49,907909.2,principal
SKU_1237_GAR,2023-10-01,576,164316.37,575942.4,principal
SKU_1238_SAP,2023-10-01,393,57294.8,180740.7,principal
SKU_1238_TUR,2023-10-01,251,36592.86,115434.9,principal
SKU_1239_BAB,2023-10-01,341,40199.11,105675.9,principal
SKU_1239_MID,2023-10-01,805,94898.2,249469.5,principal
SKU_1240_PAL,2023-10-01,1008,331800.42,1007899.2,principal
SKU_1240_MOS,2023-10-01,379,124754.32,378962.1,principal
SKU_1241_BAL,2023-10-01,817,96797.41,294038.3,principal
SKU_1241_FLA,2023-10-01,542,64215.66,195065.8,principal
SKU_1242_AQU,2023-10-01,550,55076.01,173195.0,principal
SKU_1242_SKY,2023-10-01,408,40856.39,128479.2,principal
SKU_1243_SNO,2023-10-01,544,44097.67,133225.6,principal
SKU_1243_PIN,2023-10-01,957,77576.24,234369.3,principal
SKU_1244_COB,2023-10-01,978,90160.06,283522.2,principal
SKU_1244_GAR,2023-10-01,835,76977.15,242066.5,principal
SKU_1245_COB,2023-10-01,332,20544.37,69686.8,principal
SKU_1245_SNO,2023-10-01,187,11571.68,39251.3,principal
SKU_1246_PAL,2023-10-01,910,74920.47,268359.0,principal
SKU_1246_COR,2023-10-01,371,30544.5,109407.9,principal
SKU_1247_SAP,2023-10-01,366,18785.12,65843.4,principal
SKU_1247_SKY,2023-10-01,391,20068.26,70340.9,principal
SKU_1248_AQU,2023-10-01,334,18556.14,56746.6,principal
SKU_1248_SAG,2023-10-01,349,19389.5,59295.1,principal
SKU_1249_WHI,2023-10-01,520,53388.38,140348.0,principal
SKU_1249_ARM,2023-10-01,910,93429.66,245609.0,principal
SKU_1250_AQU,2023-10-01,841,71955.19,218575.9,principal
SKU_1250_BAB,2023-10-01,888,75976.46,230791.2,principal
SKU_1251_SHO,2023-10-01,342,103568.23,314605.8,principal
SKU_1251_COB,2023-10-01,388,117498.46,356921.2,principal
SKU_1252_NAV,2023-10-01,541,38691.35,121670.9,principal
SKU_1252_FLA,2023-10-01,548,39191.97,123245.2,principal
SKU_1253_SEA,2023-10-01,549,65045.01,197585.1,principal
SKU_1253_FRE,2023-10-01,546,64689.58,196505.4,principal
SKU_1254_SEA,2023-10-01,395,24828.48,75010.5,principal
SKU_1254_BAB,2023-10-01,344,21622.77,65325.6,principal
SKU_1255_VAN,2023-10-01,767,114345.08,368083.3,principal
SKU_1255_SHO,2023-10-01,396,59036.05,190040.4,principal
SKU_1256_SEA,2023-10-01,934,184724.25,607006.6,principal
SKU_1256_MID,2023-10-01,399,78913.25,259310.1,principal
SKU_1257_SPA,2023-10-01,523,30573.52,107162.7,principal
SKU_1257_EME,2023-10-01,363,21220.24,74378.7,principal
SKU_1258_AQU,2023-10-01,492,38708.25,130330.8,principal
SKU_1258_LIG,2023-10-01,358,28165.76,94834.2,principal
SKU_1259_ARM,2023-10-01,339,43482.97,122006.1,principal
SKU_1259_POW,2023-10-01,196,25140.6,70540.4,principal
SKU_1260_WHI,2023-10-01,568,63903.92,193063.2,principal
SKU_1260_ROY,2023-10-01,925,104068.88,314407.5,principal
SKU_1261_PAS,2023-10-01,1097,178724.42,542905.3,principal
SKU_1261_PAS,2023-10-01,1097,178724.42,542905.3,principal
SKU_1262_BLU,2023-10-01,578,52593.32,158892.2,principal
SKU_1262_OFF,2023-10-01,206,18744.33,56629.4,principal
SKU_1263_COB,2023-10-01,118,7182.55,21818.2,principal
SKU_1263_SKY,2023-10-01,380,23130.25,70262.0,principal
SKU_1264_EGR,2023-10-01,994,194364.97,611210.6,principal
SKU_1264_BRI,2023-10-01,395,77237.59,242885.5,principal
SKU_1265_CRE,2023-10-01,374,27222.3,82242.6,principal
SKU_1265_JAD,2023-10-01,410,29842.63,90159.0,principal
SKU_1266_MEX,2023-10-01,545,53806.26,163445.5,principal
SKU_1266_SPA,2023-10-01,592,58446.43,177540.8,principal
SKU_1267_SKY,2023-10-01,403,44673.32,134964.7,principal
SKU_1267_SAP,2023-10-01,348,38576.46,116545.2,principal
SKU_1268_MYS,2023-10-01,881,93824.91,295046.9,principal
SKU_1268_MAR,2023-10-01,560,59638.99,187544.0,principal
SKU_1269_BAB,2023-10-01,367,125636.97,381643.3,principal
SKU_1269_CER,2023-10-01,367,125636.97,381643.3,principal
SKU_1270_CRE,2023-10-01,609,38071.68,115649.1,principal
SKU_1270_TUR,2023-10-01,928,58013.99,176227.2,principal
SKU_1271_OLI,2023-10-01,373,109272.24,331932.7,principal
SKU_1271_FLA,2023-10-01,805,235828.84,716369.5,principal
SKU_1272_PAS,2023-10-01,588,73939.18,223381.2,principal
SKU_1272_TEA,2023-10-01,542,68154.82,205905.8,principal
SKU_1273_PAS,2023-10-01,565,137429.58,432168.5,principal
SKU_1273_EGR,2023-10-01,546,132808.06,417635.4,principal
SKU_1274_MEX,2023-10-01,539,45404.39,142781.1,principal
SKU_1274_BAL,2023-10-01,415,34958.85,109933.5,principal
SKU_1275_MIN,2023-10-01,567,34512.77,104838.3,principal
SKU_1275_BIR,2023-10-01,361,21973.74,66748.9,principal
SKU_1000_COR,2023-11-01,144,14148.39,51825.6,principal
SKU_1000_EME,2023-11-01,846,50554.45,173345.4,principal
SKU_1000_ROY,2023-11-01,316,18883.22,64748.4,principal
SKU_1001_AQU,2023-11-01,787,197722.16,739701.3,principal
SKU_1001_SAP,2023-11-01,877,220333.33,824292.3,principal
SKU_1002_COR,2023-11-01,396,30417.67,93020.4,principal
SKU_1002_MYS,2023-11-01,758,58223.72,178054.2,principal
SKU_1003_SNO,2023-11-01,436,62429.43,159096.4,principal
SKU_1003_DUS,2023-11-01,867,124142.92,316368.3,principal
SKU_1004_FOR,2023-11-01,20,2280.2,5998.0,principal
SKU_1004_MEX,2023-11-01,422,48112.21,126557.8,principal
SKU_1005_OLI,2023-11-01,452,27512.82,83574.8,principal
SKU_1005_MYS,2023-11-01,120,7304.29,22188.0,principal
SKU_1006_MOS,2023-11-01,410,24759.16,77859.0,principal
SKU_1006_FOR,2023-11-01,752,45411.93,142804.8,principal
SKU_1007_COB,2023-11-01,863,80930.59,254498.7,principal
SKU_1007_FOR,2023-11-01,286,26820.57,84341.4,principal
SKU_1008_MEX,2023-11-01,463,49791.9,150428.7,principal
SKU_1008_WHI,2023-11-01,440,47318.44,142956.0,principal
SKU_1009_BAB,2023-11-01,494,70256.94,254360.6,principal
SKU_1009_MAG,2023-11-01,59,8391.01,30379.1,principal
SKU_1010_SNO,2023-11-01,797,90222.47,302780.3,principal
SKU_1010_BRI,2023-11-01,93,10527.84,35330.7,principal
SKU_1011_CER,2023-11-01,279,19382.48,72512.1,principal
SKU_1011_MIN,2023-11-01,245,17020.46,63675.5,principal
SKU_1012_VAN,2023-11-01,316,91027.05,306488.4,principal
SKU_1012_CLO,2023-11-01,296,85265.85,287090.4,principal
SKU_1013_LIG,2023-11-01,1440,98544.9,259056.0,principal
SKU_1013_LIG,2023-11-01,1440,98544.9,259056.0,principal
SKU_1014_FLA,2023-11-01,258,34150.66,103174.2,principal
SKU_1014_MIN,2023-11-01,487,64462.68,194751.3,principal
SKU_1015_ROY,2023-11-01,467,144514.04,436598.3,principal
SKU_1015_TUR,2023-11-01,722,223424.27,674997.8,principal
SKU_1016_HON,2023-11-01,215,15293.36,46203.5,principal
SKU_1016_SNO,2023-11-01,137,9745.07,29441.3,principal
SKU_1017_PAS,2023-11-01,872,41566.67,130712.8,principal
SKU_1017_BAL,2023-11-01,790,37657.88,118421.0,principal
SKU_1018_TEA,2023-11-01,851,32447.1,102034.9,principal
SKU_1018_ARM,2023-11-01,852,32485.23,102154.8,principal
SKU_1019_NAV,2023-11-01,231,19009.26,61191.9,principal
SKU_1019_GAR,2023-11-01,255,20984.25,67549.5,principal
SKU_1020_NAV,2023-11-01,227,13809.22,45377.3,principal
SKU_1020_LIG,2023-11-01,772,46963.51,154322.8,principal
SKU_1021_CRE,2023-11-01,766,58333.79,218233.4,principal
SKU_1021_PAS,2023-11-01,513,39066.88,146153.7,principal
SKU_1022_PAL,2023-11-01,285,29813.08,91171.5,principal
SKU_1022_DEN,2023-11-01,428,44771.92,136917.2,principal
SKU_1023_DEN,2023-11-01,467,51291.9,130713.3,principal
SKU_1023_FOR,2023-11-01,494,54257.38,138270.6,principal
SKU_1024_VAN,2023-11-01,501,39977.59,105159.9,principal
SKU_1024_DEN,2023-11-01,253,20188.28,53104.7,principal
SKU_1025_WHI,2023-11-01,450,69389.19,218205.0,principal
SKU_1025_MIN,2023-11-01,801,123512.76,388404.9,principal
SKU_1026_CLO,2023-11-01,278,37970.65,115342.2,principal
SKU_1026_SPA,2023-11-01,426,58185.24,176747.4,principal
SKU_1027_MAR,2023-11-01,335,44731.95,140666.5,principal
SKU_1027_BIR,2023-11-01,310,41393.74,130169.0,principal
SKU_1028_BLU,2023-11-01,296,59291.23,186450.4,principal
SKU_1028_AQU,2023-11-01,416,83328.21,262038.4,principal
SKU_1029_BLU,2023-11-01,286,22273.17,70041.4,principal
SKU_1029_BAL,2023-11-01,270,21027.11,66123.0,principal
SKU_1030_CRE,2023-11-01,733,151487.79,476376.7,principal
SKU_1030_DEN,2023-11-01,243,50220.37,157925.7,principal
SKU_1031_COR,2023-11-01,280,44013.73,132972.0,principal
SKU_1031_HON,2023-11-01,255,40083.93,121099.5,principal
SKU_1032_EME,2023-11-01,462,50671.33,159343.8,principal
SKU_1032_HON,2023-11-01,278,30490.54,95882.2,principal
SKU_1033_NAV,2023-11-01,509,105194.11,330799.1,principal
SKU_1033_LIM,2023-11-01,800,165334.56,519920.0,principal
SKU_1034_PAS,2023-11-01,809,57232.77,173854.1,principal
SKU_1034_PIS,2023-11-01,293,20728.31,62965.7,principal
SKU_1035_SAP,2023-11-01,851,177227.73,557319.9,principal
SKU_1035_FUC,2023-11-01,508,105795.17,332689.2,principal
SKU_1036_BIR,2023-11-01,412,101709.24,308958.8,principal
SKU_1036_MID,2023-11-01,280,69122.78,209972.0,principal
SKU_1037_PRI,2023-11-01,252,16820.55,52894.8,principal
SKU_1037_SPA,2023-11-01,458,30570.68,96134.2,principal
SKU_1038_LIG,2023-11-01,236,19129.74,60156.4,principal
SKU_1038_FLA,2023-11-01,305,24722.75,77744.5,principal
SKU_1039_ARM,2023-11-01,425,21790.56,65832.5,principal
SKU_1039_MIN,2023-11-01,275,14099.77,42597.5,principal
SKU_1040_BLA,2023-11-01,243,26144.55,85025.7,principal
SKU_1040_BAB,2023-11-01,439,47232.34,153606.1,principal
SKU_1041_EME,2023-11-01,451,29511.47,99174.9,principal
SKU_1041_SNO,2023-11-01,397,25977.95,87300.3,principal
SKU_1042_SEA,2023-11-01,763,70711.08,240268.7,principal
SKU_1042_EME,2023-11-01,486,45040.08,153041.4,principal
SKU_1043_SPA,2023-11-01,736,191246.14,643926.4,principal
SKU_1043_CER,2023-11-01,424,110174.41,370957.6,principal
SKU_1044_SER,2023-11-01,871,284909.29,748972.9,principal
SKU_1044_COR,2023-11-01,293,95842.05,251950.7,principal
SKU_1045_FOR,2023-11-01,250,24225.7,63725.0,principal
SKU_1045_BUB,2023-11-01,472,45738.11,120312.8,principal
SKU_1046_SNO,2023-11-01,78,4128.3,12472.2,principal
SKU_1046_PAS,2023-11-01,417,22070.52,66678.3,principal
SKU_1047_ROY,2023-11-01,464,32237.28,97393.6,principal
SKU_1047_DEE,2023-11-01,250,17369.22,52475.0,principal
SKU_1048_MAR,2023-11-01,479,37829.06,114912.1,principal
SKU_1048_PEA,2023-11-01,0,0.0,0.0,principal
SKU_1049_BAL,2023-11-01,476,118292.23,359332.4,principal
SKU_1049_LIG,2023-11-01,314,78033.11,237038.6,principal
SKU_1050_BUB,2023-11-01,0,0.0,0.0,principal
SKU_1050_PRI,2023-11-01,303,26943.07,92384.7,principal
SKU_1051_CLE,2023-11-01,453,103307.6,339704.7,principal
SKU_1051_LIG,2023-11-01,871,198633.37,653162.9,principal
SKU_1052_PAS,2023-11-01,456,42268.45,148154.4,principal
SKU_1052_FRE,2023-11-01,832,77121.38,270316.8,principal
SKU_1053_SHO,2023-11-01,140,14645.02,44786.0,principal
SKU_1053_NAV,2023-11-01,417,43621.24,133398.3,principal
SKU_1054_DEE,2023-11-01,282,35669.15,100081.8,principal
SKU_1054_PAS,2023-11-01,760,96129.63,269724.0,principal
SKU_1055_LIG,2023-11-01,497,186698.99,564045.3,principal
SKU_1055_PAL,2023-11-01,242,90907.76,274645.8,principal
SKU_1056_CRE,2023-11-01,298,23170.07,70000.2,principal
SKU_1056_OLI,2023-11-01,471,36621.14,110637.9,principal
SKU_1057_ROY,2023-11-01,779,47417.01,144037.1,principal
SKU_1058_MID,2023-11-01,429,26588.65,83612.1,principal
SKU_1058_SHO,2023-11-01,473,29315.69,92187.7,principal
SKU_1059_PEA,2023-11-01,772,73624.25,231522.8,principal
SKU_1059_OFF,2023-11-01,473,45109.16,141852.7,principal
SKU_1060_CRE,2023-11-01,286,97572.06,317431.4,principal
SKU_1060_LIM,2023-11-01,249,84949.1,276365.1,principal
SKU_1061_PAS,2023-11-01,310,35852.52,127069.0,principal
SKU_1061_EGR,2023-11-01,240,27756.79,98376.0,principal
SKU_1062_OLI,2023-11-01,310,17679.76,61969.0,principal
SKU_1062_MID,2023-11-01,425,24238.37,84957.5,principal
SKU_1063_SNO,2023-11-01,773,45308.08,142927.7,principal
SKU_1063_SAP,2023-11-01,392,22976.41,72480.8,principal
SKU_1064_PRI,2023-11-01,796,53873.57,151160.4,principal
SKU_1064_BIR,2023-11-01,286,19356.58,54311.4,principal
SKU_1065_CLE,2023-11-01,483,102541.42,311486.7,principal
SKU_1065_COB,2023-11-01,466,98932.3,300523.4,principal
SKU_1066_IVO,2023-11-01,894,53234.93,160830.6,principal
SKU_1066_WHI,2023-11-01,436,25962.45,78436.4,principal
SKU_1067_EME,2023-11-01,765,64442.22,202648.5,principal
SKU_1067_WHI,2023-11-01,398,33526.8,105430.2,principal
SKU_1068_COR,2023-11-01,422,111033.22,335447.8,principal
SKU_1068_BAL,2023-11-01,0,0.0,0.0,principal
SKU_1069_OLI,2023-11-01,291,51040.5,154200.9,principal
SKU_1069_CRE,2023-11-01,281,49286.53,148901.9,principal
SKU_1070_LIG,2023-11-01,442,50459.56,152445.8,principal
SKU_1070_MID,2023-11-01,499,56966.79,172105.1,principal
SKU_1071_BAB,2023-11-01,509,45225.2,137379.1,principal
SKU_1071_SKY,2023-11-01,853,75789.97,230224.7,principal
SKU_1072_PAS,2023-11-01,305,46429.2,140269.5,principal
SKU_1072_CER,2023-11-01,308,46885.89,141649.2,principal
SKU_1073_FRE,2023-11-01,794,84074.2,254000.6,principal
SKU_1073_BLU,2023-11-01,256,27107.05,81894.4,principal
SKU_1074_JAD,2023-11-01,444,29949.17,90975.6,principal
SKU_1074_PRI,2023-11-01,333,22461.88,68231.7,principal
SKU_1075_NAV,2023-11-01,805,74211.5,233369.5,principal
SKU_1075_LIG,2023-11-01,450,41484.69,130455.0,principal
SKU_1076_BLU,2023-11-01,97,6862.27,20845.3,principal
SKU_1076_POW,2023-11-01,442,31269.33,94985.8,principal
SKU_1077_NAV,2023-11-01,440,32167.61,101156.0,principal
SKU_1077_MAR,2023-11-01,274,20031.65,62992.6,principal
SKU_1078_GAR,2023-11-01,294,28973.17,91110.6,principal
SKU_1078_BLU,2023-11-01,772,76079.21,239242.8,principal
SKU_1079_BAB,2023-11-01,271,24524.71,74497.9,principal
SKU_1079_JAD,2023-11-01,784,70949.71,215521.6,principal
SKU_1080_TEA,2023-11-01,813,122777.8,386093.7,principal
SKU_1080_MAR,2023-11-01,213,32166.88,101153.7,principal
SKU_1081_EGR,2023-11-01,408,35849.41,114199.2,principal
SKU_1081_PAS,2023-11-01,802,70468.7,224479.8,principal
SKU_1082_PIN,2023-11-01,489,31561.11,102641.1,principal
SKU_1082_LIG,2023-11-01,851,54925.37,178624.9,principal
SKU_1083_OFF,2023-11-01,714,96638.88,328368.6,principal
SKU_1083_BAB,2023-11-01,293,39657.13,134750.7,principal
SKU_1084_DUS,2023-11-01,414,134010.68,409818.6,principal
SKU_1084_PAS,2023-11-01,255,82542.81,252424.5,principal
SKU_1085_COB,2023-11-01,259,42299.19,129474.1,principal
SKU_1085_CRE,2023-11-01,428,69899.82,213957.2,principal
SKU_1086_PRI,2023-11-01,326,28769.75,73317.4,principal
SKU_1086_CRE,2023-11-01,794,70071.1,178570.6,principal
SKU_1087_BIR,2023-11-01,465,67308.23,174328.5,principal
SKU_1087_SNO,2023-11-01,438,63400.01,164206.2,principal
SKU_1088_CER,2023-11-01,277,65190.59,198027.3,principal
SKU_1088_HON,2023-11-01,280,65896.62,200172.0,principal
SKU_1089_GAR,2023-11-01,522,50882.47,174817.8,principal
SKU_1089_EGR,2023-11-01,286,27878.13,95781.4,principal
SKU_1090_PAL,2023-11-01,829,35910.85,111832.1,principal
SKU_1090_WHI,2023-11-01,277,11999.16,37367.3,principal
SKU_1091_OFF,2023-11-01,251,21127.37,79039.9,principal
SKU_1091_MOS,2023-11-01,455,38298.61,143279.5,principal
SKU_1092_TUR,2023-11-01,809,87272.74,266889.1,principal
SKU_1092_MIN,2023-11-01,530,57174.97,174847.0,principal
SKU_1093_GAR,2023-11-01,296,122890.43,344810.4,principal
SKU_1093_TEA,2023-11-01,434,180183.94,505566.6,principal
SKU_1094_FOR,2023-11-01,265,23664.39,62248.5,principal
SKU_1094_DEE,2023-11-01,551,49204.07,129429.9,principal
SKU_1095_COB,2023-11-01,503,67046.42,203664.7,principal
SKU_1095_MAG,2023-11-01,12,1599.52,4858.8,principal
SKU_1096_HOT,2023-11-01,310,28564.35,86769.0,principal
SKU_1096_CLE,2023-11-01,410,37778.66,114759.0,principal
SKU_1097_AQU,2023-11-01,9,640.19,1934.1,principal
SKU_1097_PAL,2023-11-01,789,56123.07,169556.1,principal
SKU_1098_HON,2023-11-01,254,28997.12,87604.6,principal
SKU_1098_HUN,2023-11-01,857,97836.75,295579.3,principal
SKU_1099_SAL,2023-11-01,269,20126.68,67223.1,principal
SKU_1099_PRI,2023-11-01,784,58659.16,195921.6,principal
SKU_1100_PEA,2023-11-01,417,21065.42,77103.3,principal
SKU_1100_COB,2023-11-01,12,606.2,2218.8,principal
SKU_1101_CLE,2023-11-01,303,33603.54,125714.7,principal
SKU_1101_DEE,2023-11-01,769,85284.23,319058.1,principal
SKU_1102_FLA,2023-11-01,937,269912.5,908796.3,principal
SKU_1102_OFF,2023-11-01,291,83825.55,282240.9,principal
SKU_1103_EGR,2023-11-01,813,40173.55,105608.7,principal
SKU_1103_LIG,2023-11-01,759,37505.2,98594.1,principal
SKU_1104_POW,2023-11-01,235,13993.52,42276.5,principal
SKU_1104_MEX,2023-11-01,258,15363.1,46414.2,principal
SKU_1105_ARM,2023-11-01,447,30151.53,91590.3,principal
SKU_1105_SER,2023-11-01,508,34266.16,104089.2,principal
SKU_1106_MYS,2023-11-01,448,111107.67,349395.2,principal
SKU_1106_SNO,2023-11-01,426,105651.49,332237.4,principal
SKU_1107_BAL,2023-11-01,868,284288.3,863573.2,principal
SKU_1107_PAS,2023-11-01,436,142799.19,433776.4,principal
SKU_1108_PRI,2023-11-01,420,34741.1,104958.0,principal
SKU_1108_SNO,2023-11-01,278,22995.3,69472.2,principal
SKU_1109_SAG,2023-11-01,429,27048.46,98627.1,principal
SKU_1109_CER,2023-11-01,920,58006.03,211508.0,principal
SKU_1110_FLA,2023-11-01,850,53673.78,195415.0,principal
SKU_1110_HUN,2023-11-01,101,6377.71,23219.9,principal
SKU_1111_CRE,2023-11-01,404,22666.93,84799.6,principal
SKU_1111_BLU,2023-11-01,297,16663.56,62340.3,principal
SKU_1112_MIN,2023-11-01,765,62458.65,210298.5,principal
SKU_1112_EGR,2023-11-01,446,36413.8,122605.4,principal
SKU_1113_VAN,2023-11-01,310,22491.98,57319.0,principal
SKU_1113_OLI,2023-11-01,288,20895.77,53251.2,principal
SKU_1114_GAR,2023-11-01,773,102319.61,309122.7,principal
SKU_1114_PRI,2023-11-01,291,38518.77,116370.9,principal
SKU_1115_LIM,2023-11-01,288,20485.99,61891.2,principal
SKU_1115_TEA,2023-11-01,454,32293.88,97564.6,principal
SKU_1116_MOS,2023-11-01,467,36881.36,112033.3,principal
SKU_1116_SNO,2023-11-01,784,61916.46,188081.6,principal
SKU_1117_MOS,2023-11-01,781,56846.57,171741.9,principal
SKU_1117_MIN,2023-11-01,257,18706.23,56514.3,principal
SKU_1118_FUC,2023-11-01,405,39532.82,119434.5,principal
